rbd,program_code,program_track,program_specialty_sector,program_specialty_name,program_gender,program_school_day
2448,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2453,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2454,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2454,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
2455,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
2485,151052010133,Specialized,Metalworking and mechanics,Mecánica Automotriz,Mixed,Full day
2485,171072007133,Specialized,Agriculture,Agropecuaria (con mención),Mixed,Full day
2486,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2514,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
2518,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2530,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2551,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2552,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2579,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
2580,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
2583,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2599,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2612,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2625,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
2635,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2656,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2657,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2681,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2694,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2701,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2732,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2733,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2737,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2782,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2785,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2787,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2793,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2794,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2835,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2836,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2863,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2865,171072007133,Specialized,Agriculture,Agropecuaria (con mención),Mixed,Full day
2882,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2884,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2896,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2908,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2909,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2910,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2934,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2935,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2937,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2938,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2939,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2940,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2943,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2973,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2979,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2990,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2991,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2992,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
2995,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
2997,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3003,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
3005,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
3006,131000000123,General,General academic,Ciclo General / Sin información,Boys,Full day
3006,131000000223,General,General academic,Ciclo General / Sin información,Boys,Full day
3010,131000000132,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
3013,131000000131,General,General academic,Ciclo General / Sin información,Mixed,Morning
3016,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3033,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3055,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3059,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3108,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3110,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3126,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3127,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3128,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
3138,131000000233,General,General academic,Ciclo General / Sin información,Mixed,Full day
3163,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3165,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3172,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3173,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3202,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3205,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3247,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3248,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3250,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3252,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3290,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3296,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3298,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3300,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
3302,131000000113,General,General academic,Ciclo General / Sin información,Girls,Full day
3303,131000000232,General,General academic,Ciclo General / Sin información,Mixed,Afternoon
3304,131000000133,General,General academic,Ciclo General / Sin información,Mixed,Full day
